	AUC	Accuracy	Baseline error rate	Baseline improvement	Best Num Features	Error rate	Number instances predicted as dependent variable class BRCACancer	Number instances predicted as dependent variable class BRCACancer correctly	Number instances predicted as dependent variable class BRCACancer incorrectly	Number instances predicted as dependent variable class Control	Number instances predicted as dependent variable class Control correctly	Number instances predicted as dependent variable class Control incorrectly	Number instances with dependent variable class BRCACancer	Number instances with dependent variable class BRCACancer predicted correctly	Number instances with dependent variable class BRCACancer predicted incorrectly	Number instances with dependent variable class Control	Number instances with dependent variable class Control predicted correctly	Number instances with dependent variable class Control predicted incorrectly	Proportion instances predicted as dependent variable class BRCACancer	Proportion instances predicted as dependent variable class BRCACancer correctly	Proportion instances predicted as dependent variable class BRCACancer incorrectly	Proportion instances predicted as dependent variable class Control	Proportion instances predicted as dependent variable class Control correctly	Proportion instances predicted as dependent variable class Control incorrectly	Proportion instances with dependent variable class BRCACancer	Proportion instances with dependent variable class BRCACancer predicted correctly	Proportion instances with dependent variable class BRCACancer predicted incorrectly	Proportion instances with dependent variable class Control	Proportion instances with dependent variable class Control predicted correctly	Proportion instances with dependent variable class Control predicted incorrectly	Total number correct	Total number incorrect	Youden Index
utahontario1_KEGG_DRUG_METABOLISM_CYTOCHROME_P450_weka_svm_weights_r_svm_rbf	0.5953177257525084	0.6111111111111112	0.36111111111111116	-0.02777777777777768	25	0.38888888888888884	1.0	0.0	1.0	35.0	22.0	13.0	13.0	0.0	13.0	23.0	22.0	1.0	0.027777777777777776	0.0	1.0	0.9722222222222222	0.6285714285714286	0.37142857142857144	0.3611111111111111	0.0	1.0	0.6388888888888888	0.9565217391304348	0.043478260869565216	22	14	-0.04347826086956519
utahontario1_KEGG_DRUG_METABOLISM_CYTOCHROME_P450_weka_svm_weights_r_svm_rbf_Training_Data	0.5226244343891403	0.6451612903225806	0.3145161290322581	-0.040322580645161255	25	0.3548387096774194	15.0	5.0	10.0	109.0	75.0	34.0	39.0	5.0	34.0	85.0	75.0	10.0	0.12096774193548387	0.3333333333333333	0.6666666666666666	0.8790322580645161	0.6880733944954128	0.3119266055045872	0.31451612903225806	0.1282051282051282	0.8717948717948718	0.6854838709677419	0.8823529411764706	0.11764705882352941	80	44	0.010558069381598756
utahontario1_KEGG_DRUG_METABOLISM_OTHER_ENZYMES_weka_svm_weights_r_svm_rbf	0.5451505016722408	0.6388888888888888	0.36111111111111116	0.0	25	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_DRUG_METABOLISM_OTHER_ENZYMES_weka_svm_weights_r_svm_rbf_Training_Data	0.5716440422322775	0.6532258064516129	0.3145161290322581	-0.032258064516129004	25	0.3467741935483871	10.0	3.0	7.0	114.0	78.0	36.0	39.0	3.0	36.0	85.0	78.0	7.0	0.08064516129032258	0.3	0.7	0.9193548387096774	0.6842105263157895	0.3157894736842105	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9176470588235294	0.08235294117647059	81	43	-0.005429864253393646
utahontario1_KEGG_D_ARGININE_AND_D_ORNITHINE_METABOLISM_weka_svm_weights_r_svm_rbf	0.6622073578595318	0.6666666666666666	0.36111111111111116	0.02777777777777779	1	0.33333333333333337	1.0	1.0	0.0	35.0	23.0	12.0	13.0	1.0	12.0	23.0	23.0	0.0	0.027777777777777776	1.0	0.0	0.9722222222222222	0.6571428571428571	0.34285714285714286	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	1.0	0.0	24	12	0.07692307692307687
utahontario1_KEGG_D_ARGININE_AND_D_ORNITHINE_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.5137254901960784	0.6935483870967742	0.3145161290322581	0.008064516129032362	1	0.30645161290322576	5.0	3.0	2.0	119.0	83.0	36.0	39.0	3.0	36.0	85.0	83.0	2.0	0.04032258064516129	0.6	0.4	0.9596774193548387	0.6974789915966386	0.3025210084033613	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9764705882352941	0.023529411764705882	86	38	0.05339366515837107
utahontario1_KEGG_D_GLUTAMINE_AND_D_GLUTAMATE_METABOLISM_weka_svm_weights_r_svm_rbf	0.6555183946488294	0.6388888888888888	0.36111111111111116	0.0	4	0.36111111111111116	2.0	1.0	1.0	34.0	22.0	12.0	13.0	1.0	12.0	23.0	22.0	1.0	0.05555555555555555	0.5	0.5	0.9444444444444444	0.6470588235294118	0.35294117647058826	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	0.9565217391304348	0.043478260869565216	23	13	0.03344481605351168
utahontario1_KEGG_D_GLUTAMINE_AND_D_GLUTAMATE_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.47239819004524886	0.6774193548387096	0.3145161290322581	-0.008064516129032251	4	0.32258064516129037	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	84	40	-0.0117647058823529
utahontario1_KEGG_ECM_RECEPTOR_INTERACTION_weka_svm_weights_r_svm_rbf	0.4230769230769231	0.5833333333333334	0.36111111111111116	-0.05555555555555547	50	0.41666666666666663	6.0	2.0	4.0	30.0	19.0	11.0	13.0	2.0	11.0	23.0	19.0	4.0	0.16666666666666666	0.3333333333333333	0.6666666666666666	0.8333333333333334	0.6333333333333333	0.36666666666666664	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.8260869565217391	0.17391304347826086	21	15	-0.02006688963210701
utahontario1_KEGG_ECM_RECEPTOR_INTERACTION_weka_svm_weights_r_svm_rbf_Training_Data	0.6995475113122172	0.6612903225806451	0.3145161290322581	-0.024193548387096753	25	0.33870967741935487	23.0	10.0	13.0	101.0	72.0	29.0	39.0	10.0	29.0	85.0	72.0	13.0	0.18548387096774194	0.43478260869565216	0.5652173913043478	0.8145161290322581	0.7128712871287128	0.2871287128712871	0.31451612903225806	0.2564102564102564	0.7435897435897436	0.6854838709677419	0.8470588235294118	0.15294117647058825	82	42	0.10346907993966825
utahontario1_KEGG_ENDOCRINE_AND_OTHER_FACTOR_REGULATED_CALCIUM_REABSORPTION_weka_svm_weights_r_svm_rbf	0.6321070234113713	0.6111111111111112	0.36111111111111116	-0.02777777777777768	25	0.38888888888888884	1.0	0.0	1.0	35.0	22.0	13.0	13.0	0.0	13.0	23.0	22.0	1.0	0.027777777777777776	0.0	1.0	0.9722222222222222	0.6285714285714286	0.37142857142857144	0.3611111111111111	0.0	1.0	0.6388888888888888	0.9565217391304348	0.043478260869565216	22	14	-0.04347826086956519
utahontario1_KEGG_ENDOCRINE_AND_OTHER_FACTOR_REGULATED_CALCIUM_REABSORPTION_weka_svm_weights_r_svm_rbf_Training_Data	0.6096530920060332	0.6774193548387096	0.3145161290322581	-0.008064516129032251	25	0.32258064516129037	15.0	7.0	8.0	109.0	77.0	32.0	39.0	7.0	32.0	85.0	77.0	8.0	0.12096774193548387	0.4666666666666667	0.5333333333333333	0.8790322580645161	0.7064220183486238	0.29357798165137616	0.31451612903225806	0.1794871794871795	0.8205128205128205	0.6854838709677419	0.9058823529411765	0.09411764705882353	84	40	0.08536953242835588
utahontario1_KEGG_ENDOCYTOSIS_weka_svm_weights_r_svm_rbf	0.5551839464882943	0.6111111111111112	0.36111111111111116	-0.02777777777777768	50	0.38888888888888884	5.0	2.0	3.0	31.0	20.0	11.0	13.0	2.0	11.0	23.0	20.0	3.0	0.1388888888888889	0.4	0.6	0.8611111111111112	0.6451612903225806	0.3548387096774194	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.8695652173913043	0.13043478260869565	22	14	0.02341137123745818
utahontario1_KEGG_ENDOCYTOSIS_weka_svm_weights_r_svm_rbf_Training_Data	0.7390648567119156	0.717741935483871	0.3145161290322581	0.032258064516129115	150	0.282258064516129	20.0	12.0	8.0	104.0	77.0	27.0	39.0	12.0	27.0	85.0	77.0	8.0	0.16129032258064516	0.6	0.4	0.8387096774193549	0.7403846153846154	0.25961538461538464	0.31451612903225806	0.3076923076923077	0.6923076923076923	0.6854838709677419	0.9058823529411765	0.09411764705882353	89	35	0.2135746606334843
utahontario1_KEGG_ENDOMETRIAL_CANCER_weka_svm_weights_r_svm_rbf	0.6488294314381271	0.6944444444444444	0.36111111111111116	0.05555555555555558	25	0.3055555555555556	4.0	3.0	1.0	32.0	22.0	10.0	13.0	3.0	10.0	23.0	22.0	1.0	0.1111111111111111	0.75	0.25	0.8888888888888888	0.6875	0.3125	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.9565217391304348	0.043478260869565216	25	11	0.18729096989966565
utahontario1_KEGG_ENDOMETRIAL_CANCER_weka_svm_weights_r_svm_rbf_Training_Data	0.6494720965309201	0.6774193548387096	0.3145161290322581	-0.008064516129032251	25	0.32258064516129037	15.0	7.0	8.0	109.0	77.0	32.0	39.0	7.0	32.0	85.0	77.0	8.0	0.12096774193548387	0.4666666666666667	0.5333333333333333	0.8790322580645161	0.7064220183486238	0.29357798165137616	0.31451612903225806	0.1794871794871795	0.8205128205128205	0.6854838709677419	0.9058823529411765	0.09411764705882353	84	40	0.08536953242835588
utahontario1_KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION_weka_svm_weights_r_svm_rbf	0.47157190635451507	0.6388888888888888	0.36111111111111116	0.0	50	0.36111111111111116	2.0	1.0	1.0	34.0	22.0	12.0	13.0	1.0	12.0	23.0	22.0	1.0	0.05555555555555555	0.5	0.5	0.9444444444444444	0.6470588235294118	0.35294117647058826	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	0.9565217391304348	0.043478260869565216	23	13	0.03344481605351168
utahontario1_KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION_weka_svm_weights_r_svm_rbf_Training_Data	0.6452488687782806	0.6935483870967742	0.3145161290322581	0.008064516129032362	25	0.30645161290322576	19.0	10.0	9.0	105.0	76.0	29.0	39.0	10.0	29.0	85.0	76.0	9.0	0.1532258064516129	0.5263157894736842	0.47368421052631576	0.8467741935483871	0.7238095238095238	0.2761904761904762	0.31451612903225806	0.2564102564102564	0.7435897435897436	0.6854838709677419	0.8941176470588236	0.10588235294117647	86	38	0.15052790346907985
utahontario1_KEGG_ERBB_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.5250836120401338	0.6388888888888888	0.36111111111111116	0.0	75	0.36111111111111116	6.0	3.0	3.0	30.0	20.0	10.0	13.0	3.0	10.0	23.0	20.0	3.0	0.16666666666666666	0.5	0.5	0.8333333333333334	0.6666666666666666	0.3333333333333333	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.8695652173913043	0.13043478260869565	23	13	0.10033444816053505
utahontario1_KEGG_ERBB_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6453996983408749	0.6612903225806451	0.3145161290322581	-0.024193548387096753	50	0.33870967741935487	25.0	11.0	14.0	99.0	71.0	28.0	39.0	11.0	28.0	85.0	71.0	14.0	0.20161290322580644	0.44	0.56	0.7983870967741935	0.7171717171717171	0.2828282828282828	0.31451612903225806	0.28205128205128205	0.717948717948718	0.6854838709677419	0.8352941176470589	0.16470588235294117	82	42	0.1173453996983409
utahontario1_KEGG_ETHER_LIPID_METABOLISM_weka_svm_weights_r_svm_rbf	0.45484949832775917	0.6388888888888888	0.36111111111111116	0.0	25	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_ETHER_LIPID_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.47450980392156855	0.6854838709677419	0.3145161290322581	0.0	25	0.3145161290322581	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	85	39	0.0
utahontario1_KEGG_FATTY_ACID_BIOSYNTHESIS_weka_svm_weights_r_svm_rbf	0.6923076923076923	0.6388888888888888	0.36111111111111116	0.0	6	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_FATTY_ACID_BIOSYNTHESIS_weka_svm_weights_r_svm_rbf_Training_Data	0.4425339366515837	0.6693548387096774	0.3145161290322581	-0.016129032258064502	6	0.3306451612903226	2.0	0.0	2.0	122.0	83.0	39.0	39.0	0.0	39.0	85.0	83.0	2.0	0.016129032258064516	0.0	1.0	0.9838709677419355	0.680327868852459	0.319672131147541	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9764705882352941	0.023529411764705882	83	41	-0.02352941176470591
utahontario1_KEGG_FATTY_ACID_ELONGATION_IN_MITOCHONDRIA_weka_svm_weights_r_svm_rbf	0.6287625418060201	0.6388888888888888	0.36111111111111116	0.0	8	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_FATTY_ACID_ELONGATION_IN_MITOCHONDRIA_weka_svm_weights_r_svm_rbf_Training_Data	0.6343891402714932	0.7258064516129032	0.3145161290322581	0.040322580645161366	8	0.27419354838709675	11.0	8.0	3.0	113.0	82.0	31.0	39.0	8.0	31.0	85.0	82.0	3.0	0.08870967741935484	0.7272727272727273	0.2727272727272727	0.9112903225806451	0.7256637168141593	0.2743362831858407	0.31451612903225806	0.20512820512820512	0.7948717948717948	0.6854838709677419	0.9647058823529412	0.03529411764705882	90	34	0.16983408748114637
utahontario1_KEGG_FATTY_ACID_METABOLISM_weka_svm_weights_r_svm_rbf	0.6321070234113713	0.5555555555555556	0.36111111111111116	-0.08333333333333326	25	0.4444444444444444	5.0	1.0	4.0	31.0	19.0	12.0	13.0	1.0	12.0	23.0	19.0	4.0	0.1388888888888889	0.2	0.8	0.8611111111111112	0.6129032258064516	0.3870967741935484	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	0.8260869565217391	0.17391304347826086	20	16	-0.09698996655518388
utahontario1_KEGG_FATTY_ACID_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.5882352941176471	0.6693548387096774	0.3145161290322581	-0.016129032258064502	25	0.3306451612903226	2.0	0.0	2.0	122.0	83.0	39.0	39.0	0.0	39.0	85.0	83.0	2.0	0.016129032258064516	0.0	1.0	0.9838709677419355	0.680327868852459	0.319672131147541	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9764705882352941	0.023529411764705882	83	41	-0.02352941176470591
utahontario1_KEGG_FAT_DIGESTION_AND_ABSORPTION_weka_svm_weights_r_svm_rbf	0.5083612040133779	0.6388888888888888	0.36111111111111116	0.0	25	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_FAT_DIGESTION_AND_ABSORPTION_weka_svm_weights_r_svm_rbf_Training_Data	0.5052790346907994	0.6854838709677419	0.3145161290322581	0.0	25	0.3145161290322581	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	85	39	0.0
utahontario1_KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.7123745819397993	0.7222222222222222	0.36111111111111116	0.08333333333333337	50	0.2777777777777778	3.0	3.0	0.0	33.0	23.0	10.0	13.0	3.0	10.0	23.0	23.0	0.0	0.08333333333333333	1.0	0.0	0.9166666666666666	0.696969696969697	0.30303030303030304	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	1.0	0.0	26	10	0.23076923076923084
utahontario1_KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6374057315233785	0.7016129032258065	0.3145161290322581	0.016129032258064613	50	0.2983870967741935	10.0	6.0	4.0	114.0	81.0	33.0	39.0	6.0	33.0	85.0	81.0	4.0	0.08064516129032258	0.6	0.4	0.9193548387096774	0.7105263157894737	0.2894736842105263	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9529411764705882	0.047058823529411764	87	37	0.10678733031674215
utahontario1_KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS_weka_svm_weights_r_svm_rbf	0.6287625418060201	0.6666666666666666	0.36111111111111116	0.02777777777777779	25	0.33333333333333337	5.0	3.0	2.0	31.0	21.0	10.0	13.0	3.0	10.0	23.0	21.0	2.0	0.1388888888888889	0.6	0.4	0.8611111111111112	0.6774193548387096	0.3225806451612903	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.9130434782608695	0.08695652173913043	24	12	0.14381270903010024
utahontario1_KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS_weka_svm_weights_r_svm_rbf_Training_Data	0.669683257918552	0.6693548387096774	0.3145161290322581	-0.016129032258064502	50	0.3306451612903226	22.0	10.0	12.0	102.0	73.0	29.0	39.0	10.0	29.0	85.0	73.0	12.0	0.1774193548387097	0.45454545454545453	0.5454545454545454	0.8225806451612904	0.7156862745098039	0.28431372549019607	0.31451612903225806	0.2564102564102564	0.7435897435897436	0.6854838709677419	0.8588235294117647	0.1411764705882353	83	41	0.11523378582202115
utahontario1_KEGG_FOCAL_ADHESION_weka_svm_weights_r_svm_rbf	0.6454849498327759	0.6666666666666666	0.36111111111111116	0.02777777777777779	125	0.33333333333333337	9.0	5.0	4.0	27.0	19.0	8.0	13.0	5.0	8.0	23.0	19.0	4.0	0.25	0.5555555555555556	0.4444444444444444	0.75	0.7037037037037037	0.2962962962962963	0.3611111111111111	0.38461538461538464	0.6153846153846154	0.6388888888888888	0.8260869565217391	0.17391304347826086	24	12	0.21070234113712383
utahontario1_KEGG_FOCAL_ADHESION_weka_svm_weights_r_svm_rbf_Training_Data	0.7010558069381598	0.7016129032258065	0.3145161290322581	0.016129032258064613	25	0.2983870967741935	22.0	12.0	10.0	102.0	75.0	27.0	39.0	12.0	27.0	85.0	75.0	10.0	0.1774193548387097	0.5454545454545454	0.45454545454545453	0.8225806451612904	0.7352941176470589	0.2647058823529412	0.31451612903225806	0.3076923076923077	0.6923076923076923	0.6854838709677419	0.8823529411764706	0.11764705882352941	87	37	0.19004524886877827
utahontario1_KEGG_FOLATE_BIOSYNTHESIS_weka_svm_weights_r_svm_rbf	0.5217391304347826	0.6388888888888888	0.36111111111111116	0.0	12	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_FOLATE_BIOSYNTHESIS_weka_svm_weights_r_svm_rbf_Training_Data	0.4929110105580694	0.6854838709677419	0.3145161290322581	0.0	12	0.3145161290322581	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	85	39	0.0
utahontario1_KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM_weka_svm_weights_r_svm_rbf	0.6454849498327759	0.6111111111111112	0.36111111111111116	-0.02777777777777768	25	0.38888888888888884	3.0	1.0	2.0	33.0	21.0	12.0	13.0	1.0	12.0	23.0	21.0	2.0	0.08333333333333333	0.3333333333333333	0.6666666666666666	0.9166666666666666	0.6363636363636364	0.36363636363636365	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	0.9130434782608695	0.08695652173913043	22	14	-0.010033444816053505
utahontario1_KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.6512820512820513	0.6854838709677419	0.3145161290322581	0.0	25	0.3145161290322581	16.0	8.0	8.0	108.0	77.0	31.0	39.0	8.0	31.0	85.0	77.0	8.0	0.12903225806451613	0.5	0.5	0.8709677419354839	0.7129629629629629	0.28703703703703703	0.31451612903225806	0.20512820512820512	0.7948717948717948	0.6854838709677419	0.9058823529411765	0.09411764705882353	85	39	0.11101055806938165
utahontario1_KEGG_GALACTOSE_METABOLISM_weka_svm_weights_r_svm_rbf	0.5919732441471572	0.5555555555555556	0.36111111111111116	-0.08333333333333326	25	0.4444444444444444	7.0	2.0	5.0	29.0	18.0	11.0	13.0	2.0	11.0	23.0	18.0	5.0	0.19444444444444445	0.2857142857142857	0.7142857142857143	0.8055555555555556	0.6206896551724138	0.3793103448275862	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.782608695652174	0.21739130434782608	20	16	-0.0635451505016722
utahontario1_KEGG_GALACTOSE_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.6377073906485672	0.7096774193548387	0.3145161290322581	0.024193548387096864	25	0.29032258064516125	5.0	4.0	1.0	119.0	84.0	35.0	39.0	4.0	35.0	85.0	84.0	1.0	0.04032258064516129	0.8	0.2	0.9596774193548387	0.7058823529411765	0.29411764705882354	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9882352941176471	0.011764705882352941	88	36	0.09079939668174974
utahontario1_KEGG_GAP_JUNCTION_weka_svm_weights_r_svm_rbf	0.6655518394648829	0.6666666666666666	0.36111111111111116	0.02777777777777779	25	0.33333333333333337	1.0	1.0	0.0	35.0	23.0	12.0	13.0	1.0	12.0	23.0	23.0	0.0	0.027777777777777776	1.0	0.0	0.9722222222222222	0.6571428571428571	0.34285714285714286	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	1.0	0.0	24	12	0.07692307692307687
utahontario1_KEGG_GAP_JUNCTION_weka_svm_weights_r_svm_rbf_Training_Data	0.6197586726998492	0.6693548387096774	0.3145161290322581	-0.016129032258064502	25	0.3306451612903226	14.0	6.0	8.0	110.0	77.0	33.0	39.0	6.0	33.0	85.0	77.0	8.0	0.11290322580645161	0.42857142857142855	0.5714285714285714	0.8870967741935484	0.7	0.3	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9058823529411765	0.09411764705882353	83	41	0.05972850678733033
utahontario1_KEGG_GASTRIC_ACID_SECRETION_weka_svm_weights_r_svm_rbf	0.6454849498327759	0.6388888888888888	0.36111111111111116	0.0	50	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_GASTRIC_ACID_SECRETION_weka_svm_weights_r_svm_rbf_Training_Data	0.5921568627450982	0.6774193548387096	0.3145161290322581	-0.008064516129032251	50	0.32258064516129037	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	84	40	-0.0117647058823529
utahontario1_KEGG_GLIOMA_weka_svm_weights_r_svm_rbf	0.6789297658862876	0.6388888888888888	0.36111111111111116	0.0	25	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_GLIOMA_weka_svm_weights_r_svm_rbf_Training_Data	0.6638009049773755	0.6854838709677419	0.3145161290322581	0.0	25	0.3145161290322581	14.0	7.0	7.0	110.0	78.0	32.0	39.0	7.0	32.0	85.0	78.0	7.0	0.11290322580645161	0.5	0.5	0.8870967741935484	0.7090909090909091	0.2909090909090909	0.31451612903225806	0.1794871794871795	0.8205128205128205	0.6854838709677419	0.9176470588235294	0.08235294117647059	85	39	0.09713423831070878
utahontario1_KEGG_GLUTAMATERGIC_SYNAPSE_weka_svm_weights_r_svm_rbf	0.5618729096989966	0.6111111111111112	0.36111111111111116	-0.02777777777777768	50	0.38888888888888884	9.0	4.0	5.0	27.0	18.0	9.0	13.0	4.0	9.0	23.0	18.0	5.0	0.25	0.4444444444444444	0.5555555555555556	0.75	0.6666666666666666	0.3333333333333333	0.3611111111111111	0.3076923076923077	0.6923076923076923	0.6388888888888888	0.782608695652174	0.21739130434782608	22	14	0.09030100334448177
utahontario1_KEGG_GLUTAMATERGIC_SYNAPSE_weka_svm_weights_r_svm_rbf_Training_Data	0.624132730015083	0.6935483870967742	0.3145161290322581	0.008064516129032362	25	0.30645161290322576	17.0	9.0	8.0	107.0	77.0	30.0	39.0	9.0	30.0	85.0	77.0	8.0	0.13709677419354838	0.5294117647058824	0.47058823529411764	0.8629032258064516	0.719626168224299	0.2803738317757009	0.31451612903225806	0.23076923076923078	0.7692307692307693	0.6854838709677419	0.9058823529411765	0.09411764705882353	86	38	0.1366515837104072
utahontario1_KEGG_GLUTATHIONE_METABOLISM_weka_svm_weights_r_svm_rbf	0.568561872909699	0.6111111111111112	0.36111111111111116	-0.02777777777777768	25	0.38888888888888884	5.0	2.0	3.0	31.0	20.0	11.0	13.0	2.0	11.0	23.0	20.0	3.0	0.1388888888888889	0.4	0.6	0.8611111111111112	0.6451612903225806	0.3548387096774194	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.8695652173913043	0.13043478260869565	22	14	0.02341137123745818
utahontario1_KEGG_GLUTATHIONE_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.6119155354449473	0.6854838709677419	0.3145161290322581	0.0	25	0.3145161290322581	16.0	8.0	8.0	108.0	77.0	31.0	39.0	8.0	31.0	85.0	77.0	8.0	0.12903225806451613	0.5	0.5	0.8709677419354839	0.7129629629629629	0.28703703703703703	0.31451612903225806	0.20512820512820512	0.7948717948717948	0.6854838709677419	0.9058823529411765	0.09411764705882353	85	39	0.11101055806938165
utahontario1_KEGG_GLYCEROLIPID_METABOLISM_weka_svm_weights_r_svm_rbf	0.6421404682274248	0.6388888888888888	0.36111111111111116	0.0	25	0.36111111111111116	4.0	2.0	2.0	32.0	21.0	11.0	13.0	2.0	11.0	23.0	21.0	2.0	0.1111111111111111	0.5	0.5	0.8888888888888888	0.65625	0.34375	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.9130434782608695	0.08695652173913043	23	13	0.06688963210702337
