Row.names	PathwayMutatedGenes	UtahControl_NumNonMuts	UtahControl_NumMuts	UtahCancer_NumNonMuts	UtahCancer_NumMuts	UtahControl_MutationRate	UtahCancer_MutationRate	FisherOddsRatio	Fisher_P	ExactTestStatistic	Exact_P
KEGG_WNT_SIGNALING_PATHWAY	CTBP2(1),FZD1(1),PRICKLE1(1),ROCK2(1);APC2(1),CSNK2A2(1),DAAM1(2),DVL3(1),FZD1(1),FZD7(1),LRP6(1),NKD2(1),SFRP4(1),WNT2B(2)	12	4	10	9	0.25	0.473684210526	2.62314098245121	0.155630249391433	1.36434161617924	0.104119802308224
REACTOME_HIV_LIFE_CYCLE	ERCC3(1),GTF2E2(1),NUP93(1),XRCC4(2);CCNT1(2),CCR5(1),GTF2E2(2),NUP155(1),SUPT4H1(1),TAF1(1),TAF11(1)	12	4	10	9	0.25	0.473684210526	2.62314098245121	0.155630249391433	1.36434161617924	0.104119802308224
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	CACNB3(1),GLUL(1),GRIK3(1),MDM2(1),RIMS1(1),SLC1A3(1),SYN2(1);ACHE(1),CACNB3(1),FNBP1L(1),GRIK1(1),GRIP2(1),MDM2(3),RIMS1(1),SLC1A3(1),SLC5A7(1)	12	4	10	9	0.25	0.473684210526	2.62314098245121	0.155630249391433	1.36434161617924	0.104119802308224
KEGG_ARACHIDONIC_ACID_METABOLISM	CYP2U1(1),PLA2G12B(1);AKR1C3(1),HPGDS(2),PLA2G2D(1),PLA2G6(1),TBXAS1(1)	14	2	13	6	0.125	0.315789473684	3.12764560984981	0.175801395489938	1.33905479305046	0.105263382096473
KEGG_BACTERIAL_INVASION_OF_EPITHELIAL_CELLS	HCLS1(1),PIK3R5(1);CAV3(1),ILK(1),PIK3CA(2),PIK3R5(1),SHC2(1),WASF1(1)	14	2	13	6	0.125	0.315789473684	3.12764560984981	0.175801395489938	1.33905479305046	0.105263382096473
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	CD22(1),PIK3R5(1);BLNK(1),NFKB1(1),PIK3CA(2),PIK3R5(1),PTPN6(1),SYK(1)	14	2	13	6	0.125	0.315789473684	3.12764560984981	0.175801395489938	1.33905479305046	0.105263382096473
KEGG_ENDOMETRIAL_CANCER	CASP9(1),PIK3R5(1);APC2(1),ARAF(1),ERBB2(1),ILK(1),PIK3CA(2),PIK3R5(1)	14	2	13	6	0.125	0.315789473684	3.12764560984981	0.175801395489938	1.33905479305046	0.105263382096473
KEGG_LONG_TERM_DEPRESSION	GNAI2(1),PLA2G12B(1);ARAF(1),IGF1R(1),ITPR1(1),ITPR2(1),PLA2G2D(1),PLA2G6(1)	14	2	13	6	0.125	0.315789473684	3.12764560984981	0.175801395489938	1.33905479305046	0.105263382096473
KEGG_MELANOGENESIS	ADCY5(1),FZD1(1),GNAI2(1);ADCY5(1),CALML5(1),CREB3L4(1),DVL3(1),FZD1(1),FZD7(1),WNT2B(2)	14	2	13	6	0.125	0.315789473684	3.12764560984981	0.175801395489938	1.33905479305046	0.105263382096473
KEGG_OOCYTE_MEIOSIS	ADCY5(1),CDC27(1);ADCY5(1),CALML5(1),CCNE1(1),IGF1R(1),ITPR1(1),ITPR2(1)	14	2	13	6	0.125	0.315789473684	3.12764560984981	0.175801395489938	1.33905479305046	0.105263382096473
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	CASP3(2);ARHGEF12(1),MCF2(1),PSEN2(4)	14	2	13	6	0.125	0.315789473684	3.12764560984981	0.175801395489938	1.33905479305046	0.105263382096473
REACTOME_INFLUENZA_LIFE_CYCLE	NUP93(1),RPS3(1);CANX(1),NUP155(1),RPL35A(1),RPL7(2),RPS16(1)	14	2	13	6	0.125	0.315789473684	3.12764560984981	0.175801395489938	1.33905479305046	0.105263382096473
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	ENPP1(1),FLAD1(1),SLC2A3(1);COASY(1),CYB5R3(1),GSTO1(1),SLC23A2(1),SLC2A3(1),SLC5A6(1)	14	2	13	6	0.125	0.315789473684	3.12764560984981	0.175801395489938	1.33905479305046	0.105263382096473
REACTOME_PI3K_AKT_SIGNALLING	CASP9(1),MDM2(1);MDM2(3),MTOR(1),PIK3CA(2)	14	2	13	6	0.125	0.315789473684	3.12764560984981	0.175801395489938	1.33905479305046	0.105263382096473
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	ADRA2C(1),RAPGEF4(1),TLN1(1);ADRA2C(5),FGB(2),TLN1(1)	14	2	13	6	0.125	0.315789473684	3.12764560984981	0.175801395489938	1.33905479305046	0.105263382096473
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	NKX6-1(1),RPS3(1);HNF1A(1),PDX1(2),RPL35A(1),RPL7(2),RPS16(1)	14	2	13	6	0.125	0.315789473684	3.12764560984981	0.175801395489938	1.33905479305046	0.105263382096473
BIOCARTA_BAD_PATHWAY	;IGF1R(1),PIK3CA(2)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
BIOCARTA_BCR_PATHWAY	;BLNK(1),SYK(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
BIOCARTA_CELLCYCLE_PATHWAY	;CCNE1(1),CDC25A(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
BIOCARTA_CLASSIC_PATHWAY	;C1QB(1),C1R(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
BIOCARTA_COMP_PATHWAY	;C1QB(1),C1R(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
BIOCARTA_CREB_PATHWAY	;PIK3CA(2)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
BIOCARTA_CTLA4_PATHWAY	;PIK3CA(2)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
BIOCARTA_FIBRINOLYSIS_PATHWAY	;F2R(1),FGB(2),SERPINB2(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
BIOCARTA_IGF1R_PATHWAY	;IGF1R(1),PIK3CA(2)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
BIOCARTA_LAIR_PATHWAY	;ITGA4(2)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
BIOCARTA_LONGEVITY_PATHWAY	;IGF1R(1),PIK3CA(2)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
BIOCARTA_LYM_PATHWAY	;ITGA4(2)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
BIOCARTA_MONOCYTE_PATHWAY	;ITGA4(2)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
BIOCARTA_NFAT_PATHWAY	;PIK3CA(2)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
BIOCARTA_NGF_PATHWAY	;PIK3CA(2)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
BIOCARTA_PTDINS_PATHWAY	;PFKP(1),PRKCZ(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
BIOCARTA_PTEN_PATHWAY	;ILK(1),PIK3CA(2)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
BIOCARTA_RANKL_PATHWAY	;IFNAR1(1),NFKB1(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
BIOCARTA_SPPA_PATHWAY	;F2R(1),SYK(1),TBXAS1(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
BIOCARTA_TRKA_PATHWAY	;PIK3CA(2)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
KEGG_ASTHMA	;IL5(1),RNASE3(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
KEGG_ENDOCRINE_AND_OTHER_FACTOR_REGULATED_CALCIUM_REABSORPTION	;ATP2B1(1),KLK1(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	;ST6GALNAC6(1),ST8SIA5(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	;UGT1A3(2)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
KEGG_PRION_DISEASES	;C1QB(1),NCAM2(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	;MVD(2)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
KEGG_THYROID_CANCER	;CCDC6(1),TFG(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	;IARS2(1),PDHA2(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	;CREB3L4(1),DYNC1LI1(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
REACTOME_CENTROSOME_MATURATION	;DCTN3(1),TSGA14(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
REACTOME_CLASS_C3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS	;GRM2(1),GRM7(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
REACTOME_CLASSICAL_ANTIBODY_MEDIATED_COMPLEMENT_ACTIVATION	;C1QB(1),C1R(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
REACTOME_COMPLEMENT_CASCADE	;C1QB(1),C1R(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
REACTOME_E2F_TRANSCRIPTIONAL_TARGETS_AT_G1_S	;CCNE1(1),CDC25A(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
REACTOME_GAB1_SIGNALOSOME	;PIK3CA(2)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
REACTOME_GLUCURONIDATION	;UGT1A3(2)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
REACTOME_HDL_MEDIATED_LIPID_TRANSPORT	;SCARB1(2)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	;C1QB(1),C1R(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
REACTOME_LIPOPROTEIN_METABOLISM	;SCARB1(2)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	;DCTN3(1),TSGA14(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	;ARHGEF12(1),MCF2(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
REACTOME_PD1_SIGNALING	;CD274(1),PTPN6(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND	;DNA2(1),RPA1(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
REACTOME_TIE2_SIGNALING	;PIK3CA(2)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	;COASY(1),SLC5A6(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
SA_B_CELL_RECEPTOR_COMPLEXES	;BLNK(1),SYK(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
SA_TRKA_RECEPTOR	;PIK3CA(2)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS	;PIK3CA(2)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
ST_GA12_PATHWAY	;MYEF2(1),PLD3(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
ST_G_ALPHA_I_PATHWAY	;ITPR1(1),ITPR2(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY	;PIK3CA(2)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
ST_WNT_CA2_CYCLIC_GMP_PATHWAY	;ITPR1(1),ITPR2(1)	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
KEGG_APOPTOSIS	CASP3(2),CASP9(1),IRAK1(1),PIK3R5(1),TNFRSF10C(2),TRAF2(1);CAPN1(1),DFFB(1),ENDOG(1),NFKB1(1),PIK3CA(2),PIK3R5(1),TNFRSF10A(1),TNFRSF10C(1),TRAF2(3)	11	5	9	10	0.3125	0.526315789474	2.38136180495902	0.176336025535619	1.27335635370024	0.126223641860467
KEGG_HEPATITIS_C	CLDN23(1),IFNA14(1),IFNA6(1),MAPK13(1),PIK3R5(1),TRAF2(1);ARAF(1),CLDN23(2),IFNAR1(1),IRF3(1),NFKB1(1),OAS1(2),PIK3CA(2),PIK3R5(1),SCARB1(2),TLR3(1),TRAF2(3)	11	5	9	10	0.3125	0.526315789474	2.38136180495902	0.176336025535619	1.27335635370024	0.126223641860467
REACTOME_GPCR_LIGAND_BINDING	ADRA1B(1),ADRA2C(1),AGTR1(1),ANXA1(1),AVPR1B(2),CCKAR(1),CCR8(1),CNR1(1),FZD1(1),GALR1(2),GALR3(1),IHH(1),LPAR3(1),MLNR(2),OPRL1(1),PTAFR(1),PTGER1(1),PYY(1),S1PR2(1),S1PR3(1),SSTR5(1),TAAR1(1),TAAR6(1),TACR3(1),UTS2R(1);ADORA2B(1),ADRA1B(2),ADRA2C(5),AGTR1(2),C3AR1(1),CCL25(1),CCR5(1),CCR6(1),CHRM5(1),CXCR3(1),DRD1(1),DRD4(2),F2R(1),FZD1(1),FZD7(1),GLP1R(1),GRM2(1),GRM7(1),MC2R(1),OPRL1(1),PROKR2(1),QRFPR(1),RHO(1),RLN3(2),TAAR6(1),WNT2B(2)	3	13	1	18	0.8125	0.947368421053	3.99278927511614	0.237967914438502	1.24931008125171	0.13243288897227
BIOCARTA_41BB_PATHWAY	TRAF2(1);NFKB1(1),TRAF2(3)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
BIOCARTA_AMI_PATHWAY	PROC(1);F2R(1),FGB(2),PROC(1),SERPINC1(1)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
BIOCARTA_CARDIACEGF_PATHWAY	AGTR1(1);ADAM12(1),AGTR1(2),NFKB1(1)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
BIOCARTA_CERAMIDE_PATHWAY	TRAF2(1);NFKB1(1),TRAF2(3)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
BIOCARTA_CXCR4_PATHWAY	PTK2B(1);NFKB1(1),PIK3CA(2),PTK2B(1)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
BIOCARTA_ECM_PATHWAY	TLN1(1);MYL2(1),PIK3CA(2),TLN1(1)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
BIOCARTA_EDG1_PATHWAY	PDGFRA(1);PDGFRA(1),PIK3CA(2),SPHK1(1)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
BIOCARTA_EXTRINSIC_PATHWAY	PROC(1);F2R(1),FGB(2),PROC(1),SERPINC1(1)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
BIOCARTA_G2_PATHWAY	MDM2(1);CDC25A(1),MDM2(3)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
BIOCARTA_GCR_PATHWAY	ANXA1(1);CORIN(1),NFKB1(1),PIK3CA(2)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
BIOCARTA_IL12_PATHWAY	STAT4(1);CCR5(1),CXCR3(1),IL18R1(1),JAK2(1)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
BIOCARTA_INTRINSIC_PATHWAY	KLKB1(1),PROC(1);F2R(1),FGB(2),KLKB1(1),PROC(1),SERPINC1(1)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
BIOCARTA_MCALPAIN_PATHWAY	TLN1(1);CAPN1(1),CXCR3(1),MYL2(1),TLN1(1)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
BIOCARTA_P53_PATHWAY	MDM2(1);CCNE1(1),MDM2(3)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
BIOCARTA_SET_PATHWAY	PRF1(1);DFFB(1),PRF1(3)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
BIOCARTA_SODD_PATHWAY	TRAF2(1);BAG4(1),TRAF2(3)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
BIOCARTA_STRESS_PATHWAY	TRAF2(1);NFKB1(1),TRAF2(3)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
BIOCARTA_TALL1_PATHWAY	TRAF2(1);NFKB1(1),TRAF2(3)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
BIOCARTA_TNFR2_PATHWAY	TRAF2(1);NFKB1(1),TRAF2(3)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
KEGG_ALLOGRAFT_REJECTION	PRF1(1);IL5(1),PRF1(3)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
KEGG_ARGININE_AND_PROLINE_METABOLISM	GLUL(1);ADC(1),ALDH3A2(1),DAO(1),OTC(1),P4HA2(1),P4HA3(1)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
KEGG_MISMATCH_REPAIR	MSH2(1);RPA1(1),RPA4(3)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
KEGG_RIBOSOME	RPS3(1);RPL35A(1),RPL7(2),RPS16(1)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	CCR8(1);CCL25(1),CCR5(1),CCR6(1),CXCR3(1)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	ROCK2(1);ARHGEF12(1),MCF2(1),PIK3CA(2)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
REACTOME_GLYCOLYSIS	ENO1(1);ENO1(1),GAPDHS(1),PFKFB1(1),PFKP(1)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	RPS3(1);RPL35A(1),RPL7(2),RPS16(1)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
REACTOME_PEPTIDE_CHAIN_ELONGATION	RPS3(1);RPL35A(1),RPL7(2),RPS16(1)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	MDM2(1);GRIP2(1),MDM2(3)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
REACTOME_VIRAL_MRNA_TRANSLATION	RPS3(1);RPL35A(1),RPL7(2),RPS16(1)	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
KEGG_CHEMOKINE_SIGNALING_PATHWAY	ADCY5(1),CCR8(1),GNAI2(1),PIK3R5(1),PTK2B(1),ROCK2(1);ADCY5(1),CCL25(1),CCR5(1),CCR6(1),CXCR3(1),JAK2(1),NFKB1(1),PF4V1(1),PIK3CA(2),PIK3R5(1),PRKCZ(1),PTK2B(1),SHC2(1)	10	6	8	11	0.375	0.578947368421	2.23658385351642	0.194317357450307	1.2026194034908	0.147932154308396
BIOCARTA_RAC1_PATHWAY	NCF2(2),PDGFRA(1);MYL2(1),NCF2(2),PDGFRA(1),PIK3CA(2),WASF1(1)	13	3	12	7	0.1875	0.368421052632	2.46210690823592	0.21166616105437	1.18029322850856	0.148268988981226
BIOCARTA_TNFR1_PATHWAY	CASP3(2),TRAF2(1);BAG4(1),DFFB(1),LMNB1(1),PARP1(1),TRAF2(3)	13	3	12	7	0.1875	0.368421052632	2.46210690823592	0.21166616105437	1.18029322850856	0.148268988981226
Byers_EMT	C1orf172(1),MAPK13(1),SSH3(1);CARD6(1),GALNT3(1),GPR56(1),KRT19(1),ST14(2),TACSTD2(1),TMEM30B(1)	13	3	12	7	0.1875	0.368421052632	2.46210690823592	0.21166616105437	1.18029322850856	0.148268988981226
KEGG_FAT_DIGESTION_AND_ABSORPTION	CEL(2),PLA2G12B(1),PNLIPRP2(1);MOGAT2(1),MOGAT3(1),PLA2G2D(1),PLA2G6(1),PNLIP(1),SCARB1(2),SLC27A4(1)	13	3	12	7	0.1875	0.368421052632	2.46210690823592	0.21166616105437	1.18029322850856	0.148268988981226
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	ENO1(1),LDHA(1),PGM2(1);ADH4(1),ADPGK(1),ALDH3A2(1),ENO1(1),GALM(1),GAPDHS(1),PDHA2(1),PFKP(1),PGK2(1)	13	3	12	7	0.1875	0.368421052632	2.46210690823592	0.21166616105437	1.18029322850856	0.148268988981226
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	CYP2S1(1),EPHX1(1),GSTA5(1),GSTM5(1);ADH4(1),AKR1C3(1),CYP3A7(1),EPHX1(1),GSTA2(1),GSTO1(1),UGT1A3(2)	13	3	12	7	0.1875	0.368421052632	2.46210690823592	0.21166616105437	1.18029322850856	0.148268988981226
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	IFNA14(1),IFNA6(1),IRAK1(1),MAPK13(1),PIK3R5(1),TLR6(1);IFNAR1(1),IRF3(1),NFKB1(1),PIK3CA(2),PIK3R5(1),TLR3(1)	13	3	12	7	0.1875	0.368421052632	2.46210690823592	0.21166616105437	1.18029322850856	0.148268988981226
SIG_CD40PATHWAYMAP	MAPK13(1),MAPKAPK5(1),TRAF2(1);NFKB1(1),NFKB2(1),PIK3CA(2),TRAF2(3)	13	3	12	7	0.1875	0.368421052632	2.46210690823592	0.21166616105437	1.18029322850856	0.148268988981226
ST_INTEGRIN_SIGNALING_PATHWAY	ITGA7(1),ROCK2(1),TLN1(1),ZYX(1);ILK(1),ITGA3(1),ITGA4(2),ITGA7(1),PIK3CA(2),RHO(1),TLN1(1)	13	3	12	7	0.1875	0.368421052632	2.46210690823592	0.21166616105437	1.18029322850856	0.148268988981226
KEGG_CHRONIC_MYELOID_LEUKEMIA	CTBP2(1),GAB2(1),MDM2(1),PIK3R5(1),STAT5A(1),TGFB2(1),TGFBR1(2);ARAF(1),MDM2(3),NFKB1(1),PIK3CA(2),PIK3R5(1),SHC2(1),TGFB2(1),TGFBR1(3),TGFBR2(1)	9	7	7	12	0.4375	0.631578947368	2.1534941497876	0.209885610190297	1.14818653685157	0.14826898902543
KEGG_TGF_BETA_SIGNALING_PATHWAY	AMH(1),BMP6(2),CHRD(1),COMP(1),RBL2(1),ROCK2(1),SMAD6(1),SMAD7(1),SP1(1),TGFB2(1),TGFBR1(2);AMH(3),FST(1),INHBA(1),INHBE(1),SMAD7(3),TGFB2(1),TGFBR1(3),TGFBR2(1)	9	7	7	12	0.4375	0.631578947368	2.1534941497876	0.209885610190297	1.14818653685157	0.14826898902543
KEGG_FOCAL_ADHESION	ACTN3(2),COL6A1(1),COMP(1),HGF(1),ITGA7(1),PDGFB(1),PDGFRA(1),PIK3R5(1),ROCK2(1),TLN1(1),ZYX(1);CAV3(1),COL1A1(1),COL1A2(1),ERBB2(1),IGF1R(1),ILK(1),ITGA3(1),ITGA4(2),ITGA7(1),MYL2(1),PDGFRA(1),PIK3CA(2),PIK3R5(1),SHC2(1),TLN1(1)	8	8	6	13	0.5	0.684210526316	2.11798544792601	0.223196466282987	1.10818327700728	0.157939692532524
KEGG_OLFACTORY_TRANSDUCTION	OR10J5(1),OR10K1(1),OR11L1(1),OR13A1(1),OR13D1(1),OR1A2(1),OR1J4(1),OR1L1(1),OR1S1(1),OR2B6(1),OR2L8(1),OR2M7(1),OR4C6(1),OR4F15(1),OR51D1(1),OR51F1(2),OR51S1(1),OR51T1(1),OR52M1(1),OR5AP2(1),OR5B3(1),OR5T3(1),OR6B2(1),OR6C4(1),OR6Y1(1),OR7A10(1),OR8B8(1),OR8D1(1),OR9Q1(1);CALML5(1),CLCA1(1),OR10J1(1),OR10S1(1),OR13G1(1),OR1F1(1),OR1J4(2),OR2AT4(2),OR2C1(1),OR2M7(1),OR2T1(1),OR2T6(1),OR4B1(1),OR4D10(1),OR4F15(1),OR51F1(1),OR51T1(1),OR52D1(1),OR52N4(1),OR5D16(1),OR5H6(2),OR5R1(1),OR5T3(2),OR6B3(1),OR6C70(1),OR6C76(1),OR6K2(1),OR7A17(1),OR8D2(1),OR8H2(1),OR9Q1(1)	1	15	0	19	0.9375	1	NA	0.457142857142857	1.10563396772541	0.230543358587198
