	AUC	Accuracy	Baseline error rate	Baseline improvement	Best Num Features	Error rate	Number instances predicted as dependent variable class BRCACancer	Number instances predicted as dependent variable class BRCACancer correctly	Number instances predicted as dependent variable class BRCACancer incorrectly	Number instances predicted as dependent variable class Control	Number instances predicted as dependent variable class Control correctly	Number instances predicted as dependent variable class Control incorrectly	Number instances with dependent variable class BRCACancer	Number instances with dependent variable class BRCACancer predicted correctly	Number instances with dependent variable class BRCACancer predicted incorrectly	Number instances with dependent variable class Control	Number instances with dependent variable class Control predicted correctly	Number instances with dependent variable class Control predicted incorrectly	Proportion instances predicted as dependent variable class BRCACancer	Proportion instances predicted as dependent variable class BRCACancer correctly	Proportion instances predicted as dependent variable class BRCACancer incorrectly	Proportion instances predicted as dependent variable class Control	Proportion instances predicted as dependent variable class Control correctly	Proportion instances predicted as dependent variable class Control incorrectly	Proportion instances with dependent variable class BRCACancer	Proportion instances with dependent variable class BRCACancer predicted correctly	Proportion instances with dependent variable class BRCACancer predicted incorrectly	Proportion instances with dependent variable class Control	Proportion instances with dependent variable class Control predicted correctly	Proportion instances with dependent variable class Control predicted incorrectly	Total number correct	Total number incorrect	Youden Index
utahontario2_KEGG_DILATED_CARDIOMYOPATHY_weka_svm_weights_r_svm_rbf	0.709090909090909	0.6216216216216216	0.4054054054054054	0.027027027027026973	25	0.3783783783783784	5.0	3.0	2.0	32.0	20.0	12.0	15.0	3.0	12.0	22.0	20.0	2.0	0.13513513513513514	0.6	0.4	0.8648648648648649	0.625	0.375	0.40540540540540543	0.2	0.8	0.5945945945945946	0.9090909090909091	0.09090909090909091	23	14	0.10909090909090913
utahontario2_KEGG_DILATED_CARDIOMYOPATHY_weka_svm_weights_r_svm_rbf_Training_Data	0.5966817496229261	0.6854838709677419	0.3145161290322581	0.0	50	0.3145161290322581	22.0	11.0	11.0	102.0	74.0	28.0	39.0	11.0	28.0	85.0	74.0	11.0	0.1774193548387097	0.5	0.5	0.8225806451612904	0.7254901960784313	0.27450980392156865	0.31451612903225806	0.28205128205128205	0.717948717948718	0.6854838709677419	0.8705882352941177	0.12941176470588237	85	39	0.1526395173453996
utahontario2_KEGG_DNA_REPLICATION_weka_svm_weights_r_svm_rbf	0.5636363636363636	0.5405405405405406	0.4054054054054054	-0.05405405405405406	25	0.45945945945945943	14.0	6.0	8.0	23.0	14.0	9.0	15.0	6.0	9.0	22.0	14.0	8.0	0.3783783783783784	0.42857142857142855	0.5714285714285714	0.6216216216216216	0.6086956521739131	0.391304347826087	0.40540540540540543	0.4	0.6	0.5945945945945946	0.6363636363636364	0.36363636363636365	20	17	0.036363636363636376
utahontario2_KEGG_DNA_REPLICATION_weka_svm_weights_r_svm_rbf_Training_Data	0.6998491704374057	0.7258064516129032	0.3145161290322581	0.040322580645161366	25	0.27419354838709675	19.0	12.0	7.0	105.0	78.0	27.0	39.0	12.0	27.0	85.0	78.0	7.0	0.1532258064516129	0.631578947368421	0.3684210526315789	0.8467741935483871	0.7428571428571429	0.2571428571428571	0.31451612903225806	0.3076923076923077	0.6923076923076923	0.6854838709677419	0.9176470588235294	0.08235294117647059	90	34	0.2253393665158372
utahontario2_KEGG_DORSO_VENTRAL_AXIS_FORMATION_weka_svm_weights_r_svm_rbf	0.6	0.5945945945945946	0.4054054054054054	0.0	23	0.4054054054054054	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	22	15	0.0
utahontario2_KEGG_DORSO_VENTRAL_AXIS_FORMATION_weka_svm_weights_r_svm_rbf_Training_Data	0.6434389140271494	0.6774193548387096	0.3145161290322581	-0.008064516129032251	23	0.32258064516129037	3.0	1.0	2.0	121.0	83.0	38.0	39.0	1.0	38.0	85.0	83.0	2.0	0.024193548387096774	0.3333333333333333	0.6666666666666666	0.9758064516129032	0.6859504132231405	0.3140495867768595	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9764705882352941	0.023529411764705882	84	40	0.002111613876319751
utahontario2_KEGG_DRUG_METABOLISM_CYTOCHROME_P450_weka_svm_weights_r_svm_rbf	0.5242424242424243	0.5675675675675675	0.4054054054054054	-0.027027027027027084	25	0.43243243243243246	1.0	0.0	1.0	36.0	21.0	15.0	15.0	0.0	15.0	22.0	21.0	1.0	0.02702702702702703	0.0	1.0	0.972972972972973	0.5833333333333334	0.4166666666666667	0.40540540540540543	0.0	1.0	0.5945945945945946	0.9545454545454546	0.045454545454545456	21	16	-0.045454545454545414
utahontario2_KEGG_DRUG_METABOLISM_CYTOCHROME_P450_weka_svm_weights_r_svm_rbf_Training_Data	0.5559577677224736	0.6290322580645161	0.3145161290322581	-0.056451612903225756	25	0.3709677419354839	15.0	4.0	11.0	109.0	74.0	35.0	39.0	4.0	35.0	85.0	74.0	11.0	0.12096774193548387	0.26666666666666666	0.7333333333333333	0.8790322580645161	0.6788990825688074	0.3211009174311927	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.8705882352941177	0.12941176470588237	78	46	-0.026847662141779804
utahontario2_KEGG_DRUG_METABOLISM_OTHER_ENZYMES_weka_svm_weights_r_svm_rbf	0.6303030303030303	0.5675675675675675	0.4054054054054054	-0.027027027027027084	25	0.43243243243243246	1.0	0.0	1.0	36.0	21.0	15.0	15.0	0.0	15.0	22.0	21.0	1.0	0.02702702702702703	0.0	1.0	0.972972972972973	0.5833333333333334	0.4166666666666667	0.40540540540540543	0.0	1.0	0.5945945945945946	0.9545454545454546	0.045454545454545456	21	16	-0.045454545454545414
utahontario2_KEGG_DRUG_METABOLISM_OTHER_ENZYMES_weka_svm_weights_r_svm_rbf_Training_Data	0.5496229260935145	0.6693548387096774	0.3145161290322581	-0.016129032258064502	25	0.3306451612903226	6.0	2.0	4.0	118.0	81.0	37.0	39.0	2.0	37.0	85.0	81.0	4.0	0.04838709677419355	0.3333333333333333	0.6666666666666666	0.9516129032258065	0.6864406779661016	0.3135593220338983	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9529411764705882	0.047058823529411764	83	41	0.004223227752639502
utahontario2_KEGG_D_ARGININE_AND_D_ORNITHINE_METABOLISM_weka_svm_weights_r_svm_rbf	0.49393939393939396	0.5945945945945946	0.4054054054054054	0.0	1	0.4054054054054054	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	22	15	0.0
utahontario2_KEGG_D_ARGININE_AND_D_ORNITHINE_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.4754147812971342	0.7016129032258065	0.3145161290322581	0.016129032258064613	1	0.2983870967741935	2.0	2.0	0.0	122.0	85.0	37.0	39.0	2.0	37.0	85.0	85.0	0.0	0.016129032258064516	1.0	0.0	0.9838709677419355	0.6967213114754098	0.30327868852459017	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	1.0	0.0	87	37	0.05128205128205132
utahontario2_KEGG_D_GLUTAMINE_AND_D_GLUTAMATE_METABOLISM_weka_svm_weights_r_svm_rbf	0.48787878787878786	0.5945945945945946	0.4054054054054054	0.0	4	0.4054054054054054	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	22	15	0.0
utahontario2_KEGG_D_GLUTAMINE_AND_D_GLUTAMATE_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.49653092006033184	0.6774193548387096	0.3145161290322581	-0.008064516129032251	4	0.32258064516129037	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	84	40	-0.0117647058823529
utahontario2_KEGG_ECM_RECEPTOR_INTERACTION_weka_svm_weights_r_svm_rbf	0.6363636363636364	0.6216216216216216	0.4054054054054054	0.027027027027026973	25	0.3783783783783784	9.0	5.0	4.0	28.0	18.0	10.0	15.0	5.0	10.0	22.0	18.0	4.0	0.24324324324324326	0.5555555555555556	0.4444444444444444	0.7567567567567568	0.6428571428571429	0.35714285714285715	0.40540540540540543	0.3333333333333333	0.6666666666666666	0.5945945945945946	0.8181818181818182	0.18181818181818182	23	14	0.1515151515151516
utahontario2_KEGG_ECM_RECEPTOR_INTERACTION_weka_svm_weights_r_svm_rbf_Training_Data	0.6923076923076923	0.6693548387096774	0.3145161290322581	-0.016129032258064502	75	0.3306451612903226	18.0	8.0	10.0	106.0	75.0	31.0	39.0	8.0	31.0	85.0	75.0	10.0	0.14516129032258066	0.4444444444444444	0.5555555555555556	0.8548387096774194	0.7075471698113207	0.29245283018867924	0.31451612903225806	0.20512820512820512	0.7948717948717948	0.6854838709677419	0.8823529411764706	0.11764705882352941	83	41	0.08748114630467563
utahontario2_KEGG_ENDOCRINE_AND_OTHER_FACTOR_REGULATED_CALCIUM_REABSORPTION_weka_svm_weights_r_svm_rbf	0.5212121212121212	0.5945945945945946	0.4054054054054054	0.0	25	0.4054054054054054	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	22	15	0.0
utahontario2_KEGG_ENDOCRINE_AND_OTHER_FACTOR_REGULATED_CALCIUM_REABSORPTION_weka_svm_weights_r_svm_rbf_Training_Data	0.6132730015082957	0.6935483870967742	0.3145161290322581	0.008064516129032362	25	0.30645161290322576	9.0	5.0	4.0	115.0	81.0	34.0	39.0	5.0	34.0	85.0	81.0	4.0	0.07258064516129033	0.5555555555555556	0.4444444444444444	0.9274193548387096	0.7043478260869566	0.2956521739130435	0.31451612903225806	0.1282051282051282	0.8717948717948718	0.6854838709677419	0.9529411764705882	0.047058823529411764	86	38	0.08114630467571637
utahontario2_KEGG_ENDOCYTOSIS_weka_svm_weights_r_svm_rbf	0.5909090909090909	0.5945945945945946	0.4054054054054054	0.0	75	0.4054054054054054	6.0	3.0	3.0	31.0	19.0	12.0	15.0	3.0	12.0	22.0	19.0	3.0	0.16216216216216217	0.5	0.5	0.8378378378378378	0.6129032258064516	0.3870967741935484	0.40540540540540543	0.2	0.8	0.5945945945945946	0.8636363636363636	0.13636363636363635	22	15	0.06363636363636371
utahontario2_KEGG_ENDOCYTOSIS_weka_svm_weights_r_svm_rbf_Training_Data	0.7484162895927602	0.7096774193548387	0.3145161290322581	0.024193548387096864	50	0.29032258064516125	31.0	17.0	14.0	93.0	71.0	22.0	39.0	17.0	22.0	85.0	71.0	14.0	0.25	0.5483870967741935	0.45161290322580644	0.75	0.7634408602150538	0.23655913978494625	0.31451612903225806	0.4358974358974359	0.5641025641025641	0.6854838709677419	0.8352941176470589	0.16470588235294117	88	36	0.27119155354449465
utahontario2_KEGG_ENDOMETRIAL_CANCER_weka_svm_weights_r_svm_rbf	0.6545454545454545	0.5945945945945946	0.4054054054054054	0.0	50	0.4054054054054054	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	22	15	0.0
utahontario2_KEGG_ENDOMETRIAL_CANCER_weka_svm_weights_r_svm_rbf_Training_Data	0.6823529411764706	0.6854838709677419	0.3145161290322581	0.0	25	0.3145161290322581	12.0	6.0	6.0	112.0	79.0	33.0	39.0	6.0	33.0	85.0	79.0	6.0	0.0967741935483871	0.5	0.5	0.9032258064516129	0.7053571428571429	0.29464285714285715	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9294117647058824	0.07058823529411765	85	39	0.08325791855203635
utahontario2_KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION_weka_svm_weights_r_svm_rbf	0.6424242424242426	0.6216216216216216	0.4054054054054054	0.027027027027026973	25	0.3783783783783784	3.0	2.0	1.0	34.0	21.0	13.0	15.0	2.0	13.0	22.0	21.0	1.0	0.08108108108108109	0.6666666666666666	0.3333333333333333	0.918918918918919	0.6176470588235294	0.38235294117647056	0.40540540540540543	0.13333333333333333	0.8666666666666667	0.5945945945945946	0.9545454545454546	0.045454545454545456	23	14	0.08787878787878789
utahontario2_KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION_weka_svm_weights_r_svm_rbf_Training_Data	0.6304675716440423	0.6854838709677419	0.3145161290322581	0.0	25	0.3145161290322581	18.0	9.0	9.0	106.0	76.0	30.0	39.0	9.0	30.0	85.0	76.0	9.0	0.14516129032258066	0.5	0.5	0.8548387096774194	0.7169811320754716	0.2830188679245283	0.31451612903225806	0.23076923076923078	0.7692307692307693	0.6854838709677419	0.8941176470588236	0.10588235294117647	85	39	0.1248868778280543
utahontario2_KEGG_ERBB_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.7424242424242424	0.7027027027027027	0.4054054054054054	0.10810810810810811	25	0.29729729729729726	6.0	5.0	1.0	31.0	21.0	10.0	15.0	5.0	10.0	22.0	21.0	1.0	0.16216216216216217	0.8333333333333334	0.16666666666666666	0.8378378378378378	0.6774193548387096	0.3225806451612903	0.40540540540540543	0.3333333333333333	0.6666666666666666	0.5945945945945946	0.9545454545454546	0.045454545454545456	26	11	0.28787878787878785
utahontario2_KEGG_ERBB_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.634841628959276	0.6774193548387096	0.3145161290322581	-0.008064516129032251	50	0.32258064516129037	15.0	7.0	8.0	109.0	77.0	32.0	39.0	7.0	32.0	85.0	77.0	8.0	0.12096774193548387	0.4666666666666667	0.5333333333333333	0.8790322580645161	0.7064220183486238	0.29357798165137616	0.31451612903225806	0.1794871794871795	0.8205128205128205	0.6854838709677419	0.9058823529411765	0.09411764705882353	84	40	0.08536953242835588
utahontario2_KEGG_ETHER_LIPID_METABOLISM_weka_svm_weights_r_svm_rbf	0.44545454545454544	0.5945945945945946	0.4054054054054054	0.0	25	0.4054054054054054	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	22	15	0.0
utahontario2_KEGG_ETHER_LIPID_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.48024132730015084	0.6854838709677419	0.3145161290322581	0.0	25	0.3145161290322581	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	85	39	0.0
utahontario2_KEGG_FATTY_ACID_BIOSYNTHESIS_weka_svm_weights_r_svm_rbf	0.6939393939393941	0.5945945945945946	0.4054054054054054	0.0	6	0.4054054054054054	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	22	15	0.0
utahontario2_KEGG_FATTY_ACID_BIOSYNTHESIS_weka_svm_weights_r_svm_rbf_Training_Data	0.5559577677224736	0.6693548387096774	0.3145161290322581	-0.016129032258064502	6	0.3306451612903226	2.0	0.0	2.0	122.0	83.0	39.0	39.0	0.0	39.0	85.0	83.0	2.0	0.016129032258064516	0.0	1.0	0.9838709677419355	0.680327868852459	0.319672131147541	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9764705882352941	0.023529411764705882	83	41	-0.02352941176470591
utahontario2_KEGG_FATTY_ACID_ELONGATION_IN_MITOCHONDRIA_weka_svm_weights_r_svm_rbf	0.593939393939394	0.5945945945945946	0.4054054054054054	0.0	8	0.4054054054054054	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	22	15	0.0
utahontario2_KEGG_FATTY_ACID_ELONGATION_IN_MITOCHONDRIA_weka_svm_weights_r_svm_rbf_Training_Data	0.6549019607843137	0.6854838709677419	0.3145161290322581	0.0	8	0.3145161290322581	6.0	3.0	3.0	118.0	82.0	36.0	39.0	3.0	36.0	85.0	82.0	3.0	0.04838709677419355	0.5	0.5	0.9516129032258065	0.6949152542372882	0.3050847457627119	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9647058823529412	0.03529411764705882	85	39	0.041628959276018174
utahontario2_KEGG_FATTY_ACID_METABOLISM_weka_svm_weights_r_svm_rbf	0.7121212121212122	0.5945945945945946	0.4054054054054054	0.0	25	0.4054054054054054	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	22	15	0.0
utahontario2_KEGG_FATTY_ACID_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.5616892911010559	0.6774193548387096	0.3145161290322581	-0.008064516129032251	25	0.32258064516129037	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	84	40	-0.0117647058823529
utahontario2_KEGG_FAT_DIGESTION_AND_ABSORPTION_weka_svm_weights_r_svm_rbf	0.6878787878787879	0.5945945945945946	0.4054054054054054	0.0	25	0.4054054054054054	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	22	15	0.0
utahontario2_KEGG_FAT_DIGESTION_AND_ABSORPTION_weka_svm_weights_r_svm_rbf_Training_Data	0.4760180995475113	0.6774193548387096	0.3145161290322581	-0.008064516129032251	25	0.32258064516129037	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	84	40	-0.0117647058823529
utahontario2_KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.6666666666666666	0.5945945945945946	0.4054054054054054	0.0	75	0.4054054054054054	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	22	15	0.0
utahontario2_KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6440422322775264	0.6935483870967742	0.3145161290322581	0.008064516129032362	50	0.30645161290322576	11.0	6.0	5.0	113.0	80.0	33.0	39.0	6.0	33.0	85.0	80.0	5.0	0.08870967741935484	0.5454545454545454	0.45454545454545453	0.9112903225806451	0.7079646017699115	0.2920353982300885	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9411764705882353	0.058823529411764705	86	38	0.09502262443438925
utahontario2_KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS_weka_svm_weights_r_svm_rbf	0.6272727272727273	0.5945945945945946	0.4054054054054054	0.0	75	0.4054054054054054	2.0	1.0	1.0	35.0	21.0	14.0	15.0	1.0	14.0	22.0	21.0	1.0	0.05405405405405406	0.5	0.5	0.9459459459459459	0.6	0.4	0.40540540540540543	0.06666666666666667	0.9333333333333333	0.5945945945945946	0.9545454545454546	0.045454545454545456	22	15	0.021212121212121238
utahontario2_KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS_weka_svm_weights_r_svm_rbf_Training_Data	0.6720965309200604	0.6451612903225806	0.3145161290322581	-0.040322580645161255	75	0.3548387096774194	17.0	6.0	11.0	107.0	74.0	33.0	39.0	6.0	33.0	85.0	74.0	11.0	0.13709677419354838	0.35294117647058826	0.6470588235294118	0.8629032258064516	0.6915887850467289	0.308411214953271	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.8705882352941177	0.12941176470588237	80	44	0.024434389140271406
utahontario2_KEGG_FOCAL_ADHESION_weka_svm_weights_r_svm_rbf	0.6348484848484849	0.6486486486486487	0.4054054054054054	0.05405405405405406	25	0.3513513513513513	8.0	5.0	3.0	29.0	19.0	10.0	15.0	5.0	10.0	22.0	19.0	3.0	0.21621621621621623	0.625	0.375	0.7837837837837838	0.6551724137931034	0.3448275862068966	0.40540540540540543	0.3333333333333333	0.6666666666666666	0.5945945945945946	0.8636363636363636	0.13636363636363635	24	13	0.19696969696969702
utahontario2_KEGG_FOCAL_ADHESION_weka_svm_weights_r_svm_rbf_Training_Data	0.7040723981900453	0.6693548387096774	0.3145161290322581	-0.016129032258064502	25	0.3306451612903226	28.0	13.0	15.0	96.0	70.0	26.0	39.0	13.0	26.0	85.0	70.0	15.0	0.22580645161290322	0.4642857142857143	0.5357142857142857	0.7741935483870968	0.7291666666666666	0.2708333333333333	0.31451612903225806	0.3333333333333333	0.6666666666666666	0.6854838709677419	0.8235294117647058	0.17647058823529413	83	41	0.1568627450980391
utahontario2_KEGG_FOLATE_BIOSYNTHESIS_weka_svm_weights_r_svm_rbf	0.5424242424242425	0.5945945945945946	0.4054054054054054	0.0	12	0.4054054054054054	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	22	15	0.0
utahontario2_KEGG_FOLATE_BIOSYNTHESIS_weka_svm_weights_r_svm_rbf_Training_Data	0.4766214177978884	0.6854838709677419	0.3145161290322581	0.0	12	0.3145161290322581	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	85	39	0.0
utahontario2_KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM_weka_svm_weights_r_svm_rbf	0.703030303030303	0.5945945945945946	0.4054054054054054	0.0	25	0.4054054054054054	2.0	1.0	1.0	35.0	21.0	14.0	15.0	1.0	14.0	22.0	21.0	1.0	0.05405405405405406	0.5	0.5	0.9459459459459459	0.6	0.4	0.40540540540540543	0.06666666666666667	0.9333333333333333	0.5945945945945946	0.9545454545454546	0.045454545454545456	22	15	0.021212121212121238
utahontario2_KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.6742081447963801	0.6935483870967742	0.3145161290322581	0.008064516129032362	25	0.30645161290322576	17.0	9.0	8.0	107.0	77.0	30.0	39.0	9.0	30.0	85.0	77.0	8.0	0.13709677419354838	0.5294117647058824	0.47058823529411764	0.8629032258064516	0.719626168224299	0.2803738317757009	0.31451612903225806	0.23076923076923078	0.7692307692307693	0.6854838709677419	0.9058823529411765	0.09411764705882353	86	38	0.1366515837104072
utahontario2_KEGG_GALACTOSE_METABOLISM_weka_svm_weights_r_svm_rbf	0.709090909090909	0.6216216216216216	0.4054054054054054	0.027027027027026973	25	0.3783783783783784	1.0	1.0	0.0	36.0	22.0	14.0	15.0	1.0	14.0	22.0	22.0	0.0	0.02702702702702703	1.0	0.0	0.972972972972973	0.6111111111111112	0.3888888888888889	0.40540540540540543	0.06666666666666667	0.9333333333333333	0.5945945945945946	1.0	0.0	23	14	0.06666666666666665
utahontario2_KEGG_GALACTOSE_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.6461538461538462	0.6935483870967742	0.3145161290322581	0.008064516129032362	25	0.30645161290322576	7.0	4.0	3.0	117.0	82.0	35.0	39.0	4.0	35.0	85.0	82.0	3.0	0.056451612903225805	0.5714285714285714	0.42857142857142855	0.9435483870967742	0.7008547008547008	0.29914529914529914	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9647058823529412	0.03529411764705882	86	38	0.06726998491704372
utahontario2_KEGG_GAP_JUNCTION_weka_svm_weights_r_svm_rbf	0.5515151515151515	0.6216216216216216	0.4054054054054054	0.027027027027026973	75	0.3783783783783784	7.0	4.0	3.0	30.0	19.0	11.0	15.0	4.0	11.0	22.0	19.0	3.0	0.1891891891891892	0.5714285714285714	0.42857142857142855	0.8108108108108109	0.6333333333333333	0.36666666666666664	0.40540540540540543	0.26666666666666666	0.7333333333333333	0.5945945945945946	0.8636363636363636	0.13636363636363635	23	14	0.13030303030303036
utahontario2_KEGG_GAP_JUNCTION_weka_svm_weights_r_svm_rbf_Training_Data	0.5933634992458523	0.6693548387096774	0.3145161290322581	-0.016129032258064502	25	0.3306451612903226	14.0	6.0	8.0	110.0	77.0	33.0	39.0	6.0	33.0	85.0	77.0	8.0	0.11290322580645161	0.42857142857142855	0.5714285714285714	0.8870967741935484	0.7	0.3	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9058823529411765	0.09411764705882353	83	41	0.05972850678733033
utahontario2_KEGG_GASTRIC_ACID_SECRETION_weka_svm_weights_r_svm_rbf	0.6090909090909091	0.5945945945945946	0.4054054054054054	0.0	25	0.4054054054054054	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	22	15	0.0
utahontario2_KEGG_GASTRIC_ACID_SECRETION_weka_svm_weights_r_svm_rbf_Training_Data	0.551131221719457	0.6693548387096774	0.3145161290322581	-0.016129032258064502	50	0.3306451612903226	4.0	1.0	3.0	120.0	82.0	38.0	39.0	1.0	38.0	85.0	82.0	3.0	0.03225806451612903	0.25	0.75	0.967741935483871	0.6833333333333333	0.31666666666666665	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9647058823529412	0.03529411764705882	83	41	-0.009653092006033148
utahontario2_KEGG_GLIOMA_weka_svm_weights_r_svm_rbf	0.6393939393939394	0.5945945945945946	0.4054054054054054	0.0	25	0.4054054054054054	6.0	3.0	3.0	31.0	19.0	12.0	15.0	3.0	12.0	22.0	19.0	3.0	0.16216216216216217	0.5	0.5	0.8378378378378378	0.6129032258064516	0.3870967741935484	0.40540540540540543	0.2	0.8	0.5945945945945946	0.8636363636363636	0.13636363636363635	22	15	0.06363636363636371
utahontario2_KEGG_GLIOMA_weka_svm_weights_r_svm_rbf_Training_Data	0.6781297134238311	0.6451612903225806	0.3145161290322581	-0.040322580645161255	50	0.3548387096774194	5.0	0.0	5.0	119.0	80.0	39.0	39.0	0.0	39.0	85.0	80.0	5.0	0.04032258064516129	0.0	1.0	0.9596774193548387	0.6722689075630253	0.3277310924369748	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9411764705882353	0.058823529411764705	80	44	-0.05882352941176472
